Transaction_ID,Date,Description,Amount,Transaction_Type,Category,Payment_Mode
T0410,2025-07-18,Internet Bill,947,Expense,Bills,Cash
T0488,2025-07-18,Shoes,3443,Expense,Shopping,Cash
T0659,2025-07-18,Internet Bill,2121,Expense,Bills,Bank Transfer
T1110,2025-07-18,Pizza,1764,Expense,Food,Credit Card
T0096,2025-07-19,Dinner,1076,Expense,Food,UPI
T0472,2025-07-20,House Rent,11651,Expense,Rent,UPI
T0530,2025-07-20,Cafe,1113,Expense,Food,Cash
T0101,2025-07-21,Zomato,1416,Expense,Food,Cash
T0336,2025-07-21,Mobile Recharge,3190,Expense,Bills,UPI
T1203,2025-07-21,Stationery,8681,Expense,Education,UPI
T0480,2025-07-22,Interest,4182,Income,Other Income,Bank Transfer
T1250,2025-07-22,Uber,637,Expense,Transport,Cash
T1464,2025-07-22,Electronics,4858,Expense,Shopping,Credit Card
T0201,2025-07-23,Metro,1912,Expense,Transport,UPI
T0629,2025-07-23,Gaming,1976,Expense,Entertainment,UPI
T0644,2025-07-23,Train Ticket,175,Expense,Transport,Debit Card
T0874,2025-07-23,Uber,1125,Expense,Transport,Bank Transfer
T1297,2025-07-23,Flipkart,1216,Expense,Shopping,Bank Transfer
T0069,2025-07-24,Metro,1193,Expense,Transport,Credit Card
T0217,2025-07-24,Auto Rickshaw,1798,Expense,Transport,Credit Card
T0295,2025-07-24,Reliance Smart,1830,Expense,Groceries,Cash
T0831,2025-07-24,Vegetables,1940,Expense,Groceries,Bank Transfer
T0947,2025-07-24,Groceries,3859,Expense,Groceries,Debit Card
T1382,2025-07-24,Doctor Consultation,697,Expense,Healthcare,Bank Transfer
T0401,2025-07-25,House Rent,18359,Expense,Rent,UPI
T0823,2025-07-25,Room Rent,17420,Expense,Rent,UPI
T1251,2025-07-25,Train Ticket,741,Expense,Transport,UPI
T1284,2025-07-25,PG Rent,17002,Expense,Rent,Bank Transfer
T0153,2025-07-26,Coffee,946,Expense,Food,UPI
T0508,2025-07-26,OTT Subscription,1611,Expense,Entertainment,Cash
T0634,2025-07-26,Other Income,817,Income,Other Income,Cash
T0641,2025-07-26,Cashback,1923,Income,Other Income,Debit Card
T0434,2025-07-27,PG Rent,6919,Expense,Rent,UPI
T0479,2025-07-27,Electronics,5684,Expense,Shopping,Cash
T1196,2025-07-27,Clothes,7900,Expense,Shopping,Credit Card
T1255,2025-07-27,PG Rent,8414,Expense,Rent,Cash
T0150,2025-07-29,Metro,708,Expense,Transport,Credit Card
T0493,2025-07-29,Vegetables,4303,Expense,Groceries,Debit Card
T0669,2025-07-29,Doctor Consultation,2791,Expense,Healthcare,Debit Card
T0815,2025-07-29,Swiggy,1283,Expense,Food,Bank Transfer
T0151,2025-07-30,OTT Subscription,1740,Expense,Entertainment,Bank Transfer
T0268,2025-07-30,Water Bill,2634,Expense,Bills,Cash
T0864,2025-07-30,Interest,4910,Income,Other Income,Debit Card
T1494,2025-07-30,Coffee,886,Expense,Food,Cash
T0419,2025-07-31,Monthly Salary,28531,Income,Salary,Credit Card
T0452,2025-07-31,Train Ticket,2341,Expense,Transport,Debit Card
T0622,2025-07-31,Gas Bill,799,Expense,Bills,Cash
T0871,2025-07-31,Restaurant,1590,Expense,Food,Debit Card
T0198,2025-08-01,Health Checkup,2491,Expense,Healthcare,UPI
T0276,2025-08-01,Gift Received,2431,Income,Other Income,Cash
T0927,2025-08-01,Online Course,7297,Expense,Education,UPI
T1020,2025-08-01,Course Fee,9481,Expense,Education,Debit Card
T1207,2025-08-01,Spotify,1836,Expense,Entertainment,Cash
T1391,2025-08-01,Medicine,2122,Expense,Healthcare,Debit Card
T1404,2025-08-01,Mobile Recharge,4638,Expense,Bills,Cash
T1447,2025-08-01,Gift Received,3629,Income,Other Income,Credit Card
T0326,2025-08-02,Coffee,1384,Expense,Food,Bank Transfer
T0368,2025-08-02,Amazon,7150,Expense,Shopping,Cash
T0550,2025-08-02,Course Fee,1576,Expense,Education,Bank Transfer
T0684,2025-08-02,Bus Pass,1085,Expense,Transport,Cash
T0941,2025-08-02,Metro,978,Expense,Transport,Bank Transfer
T1215,2025-08-02,Electricity Bill,1277,Expense,Bills,Credit Card
T1436,2025-08-02,Gaming,1952,Expense,Entertainment,Credit Card
T0605,2025-08-03,Vegetables,3402,Expense,Groceries,Credit Card
T0726,2025-08-03,Internet Bill,3559,Expense,Bills,Credit Card
T1001,2025-08-03,Medicine,5331,Expense,Healthcare,Debit Card
T0104,2025-08-04,Petrol,129,Expense,Transport,Bank Transfer
T0664,2025-08-04,Course Fee,4569,Expense,Education,Bank Transfer
T0699,2025-08-04,Amazon,1385,Expense,Shopping,UPI
T0040,2025-08-05,Doctor Consultation,817,Expense,Healthcare,Cash
T0044,2025-08-05,Room Rent,17770,Expense,Rent,Cash
T0281,2025-08-05,Freelance Work,6934,Income,Freelance,UPI
T0391,2025-08-05,Bus Pass,296,Expense,Transport,UPI
T0521,2025-08-05,Medical Store,2075,Expense,Healthcare,Cash
T0992,2025-08-05,Restaurant,1049,Expense,Food,Cash
T1359,2025-08-05,Freelance Payment,12057,Income,Freelance,Debit Card
T1417,2025-08-05,Train Ticket,295,Expense,Transport,Credit Card
T1459,2025-08-05,PG Rent,6684,Expense,Rent,UPI
T0297,2025-08-06,Interest,4968,Income,Other Income,Credit Card
T0397,2025-08-06,Mobile Recharge,4073,Expense,Bills,Credit Card
T0855,2025-08-06,Course Fee,6863,Expense,Education,Credit Card
T1233,2025-08-06,Uber,127,Expense,Transport,Cash
T1172,2025-08-07,Room Rent,19016,Expense,Rent,Debit Card
T1282,2025-08-07,Train Ticket,1286,Expense,Transport,Bank Transfer
T0018,2025-08-08,Reliance Smart,2096,Expense,Groceries,Debit Card
T0481,2025-08-08,Mobile Recharge,2580,Expense,Bills,UPI
T0515,2025-08-08,Electronics,2772,Expense,Shopping,Debit Card
T0544,2025-08-08,Auto Rickshaw,2411,Expense,Transport,UPI
T0673,2025-08-08,DMart,609,Expense,Groceries,Bank Transfer
T1270,2025-08-08,Online Course,6055,Expense,Education,UPI
T1322,2025-08-08,Amazon,3314,Expense,Shopping,Debit Card
T1495,2025-08-08,Auto Rickshaw,156,Expense,Transport,Cash
T0175,2025-08-09,Other Income,1975,Income,Other Income,Debit Card
T0884,2025-08-09,Electricity Bill,4790,Expense,Bills,Credit Card
T1234,2025-08-09,Monthly Salary,44825,Income,Salary,Bank Transfer
T1264,2025-08-09,Other Income,4493,Income,Other Income,UPI
T0577,2025-08-10,Vegetables,541,Expense,Groceries,Cash
T1336,2025-08-10,Salary Credit,29447,Income,Salary,Debit Card
T1465,2025-08-10,PG Rent,17175,Expense,Rent,Credit Card
T0072,2025-08-11,Online Course,8679,Expense,Education,UPI
T0563,2025-08-11,Flipkart,2689,Expense,Shopping,Credit Card
T1070,2025-08-11,Clothes,1439,Expense,Shopping,Debit Card
T1149,2025-08-11,Medical Store,1055,Expense,Healthcare,UPI
T1289,2025-08-11,Train Ticket,883,Expense,Transport,Cash
T1360,2025-08-11,Uber,2152,Expense,Transport,Credit Card
T0149,2025-08-12,Medical Store,4050,Expense,Healthcare,Credit Card
T1293,2025-08-12,Cafe,426,Expense,Food,Credit Card
T1500,2025-08-12,Course Fee,9862,Expense,Education,Bank Transfer
T0031,2025-08-13,Medical Store,2230,Expense,Healthcare,Debit Card
T0765,2025-08-13,Coffee,420,Expense,Food,Bank Transfer
T0828,2025-08-13,Gift Received,2095,Income,Other Income,UPI
T1402,2025-08-13,Cafe,1757,Expense,Food,Cash
T0458,2025-08-14,Myntra,2926,Expense,Shopping,Bank Transfer
T1193,2025-08-14,Flipkart,4907,Expense,Shopping,UPI
T1427,2025-08-14,Health Checkup,1534,Expense,Healthcare,Debit Card
T0136,2025-08-15,Reliance Smart,4958,Expense,Groceries,Bank Transfer
T0361,2025-08-15,Doctor Consultation,1855,Expense,Healthcare,Bank Transfer
T0639,2025-08-15,Vegetables,4531,Expense,Groceries,Credit Card
T0898,2025-08-15,Cafe,1043,Expense,Food,UPI
T1308,2025-08-15,Reliance Smart,2764,Expense,Groceries,UPI
T0870,2025-08-16,Stationery,8835,Expense,Education,Cash
T1044,2025-08-16,Salary Credit,29653,Income,Salary,UPI
T1188,2025-08-16,Accessories,2810,Expense,Shopping,Debit Card
T1445,2025-08-16,Gift Received,3791,Income,Other Income,Bank Transfer
T0090,2025-08-17,Health Checkup,2323,Expense,Healthcare,Debit Card
T0299,2025-08-17,BigBasket,3936,Expense,Groceries,Credit Card
T0300,2025-08-17,Project Payment,9126,Income,Freelance,Credit Card
T0384,2025-08-17,College Fees,9543,Expense,Education,UPI
T0400,2025-08-17,Cafe,1616,Expense,Food,UPI
T0603,2025-08-17,Monthly Salary,30221,Income,Salary,Credit Card
T0752,2025-08-17,Electricity Bill,2929,Expense,Bills,Cash
T1358,2025-08-17,Medicine,4812,Expense,Healthcare,Bank Transfer
T0248,2025-08-18,Course Fee,2773,Expense,Education,Cash
T1419,2025-08-18,Coffee,794,Expense,Food,Debit Card
T0491,2025-08-19,College Fees,8239,Expense,Education,Debit Card
T0775,2025-08-19,OTT Subscription,2492,Expense,Entertainment,Debit Card
T0856,2025-08-19,Shoes,5919,Expense,Shopping,Debit Card
T1262,2025-08-19,Vegetables,4065,Expense,Groceries,UPI
T1379,2025-08-19,Internet Bill,4964,Expense,Bills,Cash
T0192,2025-08-21,Gaming,1660,Expense,Entertainment,Credit Card
T0215,2025-08-21,DMart,1237,Expense,Groceries,Bank Transfer
T0388,2025-08-21,Freelance Payment,11239,Income,Freelance,UPI
T0715,2025-08-21,Medicine,3907,Expense,Healthcare,UPI
T0995,2025-08-21,Water Bill,1038,Expense,Bills,Credit Card
T1369,2025-08-21,Medicine,2996,Expense,Healthcare,Debit Card
T1480,2025-08-21,Project Payment,13028,Income,Freelance,UPI
T0160,2025-08-22,BigBasket,4463,Expense,Groceries,Debit Card
T1074,2025-08-22,Groceries,1772,Expense,Groceries,Cash
T1132,2025-08-22,Metro,485,Expense,Transport,UPI
T1247,2025-08-22,OTT Subscription,1918,Expense,Entertainment,Debit Card
T0291,2025-08-23,Monthly Salary,34536,Income,Salary,UPI
T0561,2025-08-23,Bus Pass,441,Expense,Transport,Bank Transfer
T0851,2025-08-23,PG Rent,11171,Expense,Rent,UPI
T0986,2025-08-23,Vegetables,642,Expense,Groceries,Bank Transfer
T1003,2025-08-23,Medical Store,5180,Expense,Healthcare,Cash
T0008,2025-08-24,DMart,4822,Expense,Groceries,Credit Card
T0068,2025-08-24,Mobile Recharge,493,Expense,Bills,Debit Card
T0178,2025-08-24,Coffee,689,Expense,Food,Bank Transfer
T0241,2025-08-24,College Fees,7455,Expense,Education,UPI
T0355,2025-08-24,Stationery,6104,Expense,Education,Credit Card
T0759,2025-08-24,Zomato,250,Expense,Food,UPI
T1273,2025-08-24,Groceries,4516,Expense,Groceries,Cash
T1100,2025-08-25,Gas Bill,1896,Expense,Bills,Bank Transfer
T1361,2025-08-26,Clothes,4619,Expense,Shopping,Bank Transfer
T1377,2025-08-26,Freelance Work,3908,Income,Freelance,Debit Card
T1460,2025-08-26,OTT Subscription,785,Expense,Entertainment,UPI
T0116,2025-08-27,Movie,1105,Expense,Entertainment,UPI
T1019,2025-08-27,Train Ticket,899,Expense,Transport,Bank Transfer
T1175,2025-08-27,Course Fee,3171,Expense,Education,Bank Transfer
T1482,2025-08-27,House Rent,17816,Expense,Rent,Debit Card
T0021,2025-08-28,House Rent,17145,Expense,Rent,UPI
T0335,2025-08-28,Concert,194,Expense,Entertainment,UPI
T0287,2025-08-29,Freelance Payment,6155,Income,Freelance,UPI
T0418,2025-08-29,Books,6373,Expense,Education,Credit Card
T0790,2025-08-29,Swiggy,1428,Expense,Food,Credit Card
T0982,2025-08-29,Books,6648,Expense,Education,Cash
T1266,2025-08-29,Shoes,756,Expense,Shopping,Cash
T0392,2025-08-30,Freelance Work,14598,Income,Freelance,Debit Card
T0804,2025-08-30,Flipkart,7102,Expense,Shopping,Cash
T0825,2025-08-30,DMart,824,Expense,Groceries,Credit Card
T1311,2025-08-30,Online Course,1944,Expense,Education,Debit Card
T0293,2025-08-31,Internet Bill,3224,Expense,Bills,UPI
T0650,2025-08-31,Shoes,6860,Expense,Shopping,UPI
T0983,2025-08-31,Monthly Salary,29056,Income,Salary,Cash
T0083,2025-09-01,Petrol,1747,Expense,Transport,Bank Transfer
T0209,2025-09-01,Stationery,2086,Expense,Education,Cash
T0843,2025-09-01,Gas Bill,2504,Expense,Bills,Debit Card
T1209,2025-09-01,PG Rent,7083,Expense,Rent,Bank Transfer
T0366,2025-09-02,Movie,1269,Expense,Entertainment,UPI
T0376,2025-09-02,Electricity Bill,2436,Expense,Bills,Cash
T0814,2025-09-02,Auto Rickshaw,2500,Expense,Transport,Bank Transfer
T0850,2025-09-02,Lunch,906,Expense,Food,Debit Card
T0581,2025-09-03,Freelance Payment,4248,Income,Freelance,Cash
T1487,2025-09-03,Lunch,612,Expense,Food,Debit Card
T1025,2025-09-04,Medicine,3988,Expense,Healthcare,Cash
T1217,2025-09-04,OTT Subscription,2049,Expense,Entertainment,UPI
T0329,2025-09-05,Stationery,2653,Expense,Education,Credit Card
T0473,2025-09-05,Freelance Work,3901,Income,Freelance,Debit Card
T0702,2025-09-05,Petrol,1855,Expense,Transport,UPI
T0724,2025-09-05,Electronics,5039,Expense,Shopping,Debit Card
T0028,2025-09-06,House Rent,8103,Expense,Rent,Cash
T0099,2025-09-06,Project Payment,13127,Income,Freelance,Cash
T0964,2025-09-06,House Rent,9054,Expense,Rent,Debit Card
T0119,2025-09-07,Movie,1245,Expense,Entertainment,Bank Transfer
T0509,2025-09-07,Zomato,1596,Expense,Food,Cash
T0755,2025-09-07,Interest,3124,Income,Other Income,Bank Transfer
T1059,2025-09-07,Other Income,3165,Income,Other Income,Bank Transfer
T1073,2025-09-07,Amazon,1424,Expense,Shopping,Cash
T1395,2025-09-07,Course Fee,1064,Expense,Education,Bank Transfer
T0679,2025-09-08,Mobile Recharge,3604,Expense,Bills,UPI
T1130,2025-09-08,Medical Store,2188,Expense,Healthcare,Debit Card
T1435,2025-09-08,Gift Received,1053,Income,Other Income,UPI
T0196,2025-09-10,Monthly Salary,40735,Income,Salary,Cash
T1213,2025-09-10,Doctor Consultation,419,Expense,Healthcare,UPI
T1216,2025-09-10,Bus Pass,1531,Expense,Transport,Bank Transfer
T0369,2025-09-11,Netflix,137,Expense,Entertainment,Credit Card
T0496,2025-09-11,Bus Pass,517,Expense,Transport,Credit Card
T1092,2025-09-11,Vegetables,2249,Expense,Groceries,Cash
T1166,2025-09-11,House Rent,17356,Expense,Rent,Cash
T1325,2025-09-11,BigBasket,2065,Expense,Groceries,Credit Card
T1381,2025-09-11,PG Rent,6606,Expense,Rent,Cash
T0177,2025-09-12,Flipkart,4077,Expense,Shopping,Credit Card
T0545,2025-09-12,College Fees,8485,Expense,Education,Bank Transfer
T0688,2025-09-12,Internet Bill,4585,Expense,Bills,Debit Card
T0690,2025-09-12,Medicine,2121,Expense,Healthcare,UPI
T1031,2025-09-12,Online Course,5258,Expense,Education,Debit Card
T1115,2025-09-12,Cashback,809,Income,Other Income,Cash
T1133,2025-09-12,Electricity Bill,1960,Expense,Bills,Cash
T1278,2025-09-12,Metro,2244,Expense,Transport,Debit Card
T1337,2025-09-13,OTT Subscription,1576,Expense,Entertainment,Cash
T0965,2025-09-14,Room Rent,6352,Expense,Rent,UPI
T1298,2025-09-14,Room Rent,19582,Expense,Rent,Bank Transfer
T0210,2025-09-15,Pizza,1038,Expense,Food,UPI
T0271,2025-09-15,Accessories,1935,Expense,Shopping,Bank Transfer
T0319,2025-09-15,Zomato,1161,Expense,Food,Debit Card
T0836,2025-09-15,Metro,2152,Expense,Transport,Credit Card
T0058,2025-09-16,Zomato,1399,Expense,Food,Cash
T1428,2025-09-16,Other Income,1559,Income,Other Income,Bank Transfer
T0053,2025-09-17,College Fees,4302,Expense,Education,Credit Card
T0223,2025-09-17,Doctor Consultation,1086,Expense,Healthcare,Credit Card
T0250,2025-09-17,Freelance Payment,2616,Income,Freelance,UPI
T0265,2025-09-17,House Rent,16845,Expense,Rent,Credit Card
T0467,2025-09-17,Groceries,601,Expense,Groceries,Credit Card
T0535,2025-09-17,PG Rent,12939,Expense,Rent,Cash
T1399,2025-09-17,Cashback,2182,Income,Other Income,Credit Card
T0019,2025-09-18,Zomato,413,Expense,Food,Debit Card
T0159,2025-09-18,Vegetables,4168,Expense,Groceries,Debit Card
T0313,2025-09-18,Mobile Recharge,2239,Expense,Bills,Cash
T0343,2025-09-18,Swiggy,179,Expense,Food,Debit Card
T0347,2025-09-18,Concert,168,Expense,Entertainment,Credit Card
T1054,2025-09-18,Cashback,3169,Income,Other Income,Bank Transfer
T1075,2025-09-18,Health Checkup,3110,Expense,Healthcare,Debit Card
T0244,2025-09-19,Room Rent,9176,Expense,Rent,Credit Card
T0654,2025-09-19,Stationery,4931,Expense,Education,Credit Card
T0687,2025-09-19,Auto Rickshaw,516,Expense,Transport,UPI
T0785,2025-09-19,Project Payment,2173,Income,Freelance,Debit Card
T0331,2025-09-21,Books,7942,Expense,Education,UPI
T0345,2025-09-21,Gift Received,1831,Income,Other Income,Cash
T0375,2025-09-21,DMart,1813,Expense,Groceries,Debit Card
T1117,2025-09-21,Health Checkup,3772,Expense,Healthcare,Cash
T0552,2025-09-22,DMart,4110,Expense,Groceries,Credit Card
T0754,2025-09-22,Stationery,8635,Expense,Education,Cash
T1316,2025-09-22,Accessories,5166,Expense,Shopping,Cash
T1406,2025-09-22,College Fees,7551,Expense,Education,Debit Card
T1496,2025-09-22,Electricity Bill,1141,Expense,Bills,UPI
T1225,2025-09-23,Health Checkup,2987,Expense,Healthcare,Debit Card
T1426,2025-09-23,Gaming,2143,Expense,Entertainment,Cash
T0678,2025-09-24,Online Course,2492,Expense,Education,Credit Card
T0899,2025-09-24,Water Bill,3487,Expense,Bills,Credit Card
T0971,2025-09-24,Water Bill,2269,Expense,Bills,Bank Transfer
T1017,2025-09-24,Health Checkup,1673,Expense,Healthcare,Bank Transfer
T1184,2025-09-24,Pizza,953,Expense,Food,Bank Transfer
T1245,2025-09-24,Project Payment,6723,Income,Freelance,Bank Transfer
T0115,2025-09-25,Gaming,2304,Expense,Entertainment,Cash
T0542,2025-09-25,Spotify,1623,Expense,Entertainment,Debit Card
T0623,2025-09-25,Room Rent,13779,Expense,Rent,Bank Transfer
T0808,2025-09-25,Room Rent,12877,Expense,Rent,Debit Card
T0958,2025-09-25,PG Rent,16207,Expense,Rent,Debit Card
T1161,2025-09-25,Gas Bill,4178,Expense,Bills,Cash
T0350,2025-09-26,BigBasket,2284,Expense,Groceries,UPI
T0371,2025-09-26,Accessories,4430,Expense,Shopping,Cash
T0998,2025-09-26,Room Rent,8619,Expense,Rent,Cash
T1032,2025-09-26,Auto Rickshaw,203,Expense,Transport,Debit Card
T1103,2025-09-26,Freelance Payment,5594,Income,Freelance,Credit Card
T1299,2025-09-26,Ola,550,Expense,Transport,Credit Card
T0286,2025-09-27,Room Rent,6333,Expense,Rent,Cash
T0316,2025-09-27,Groceries,904,Expense,Groceries,Debit Card
T0926,2025-09-27,Shoes,6437,Expense,Shopping,Bank Transfer
T1180,2025-09-27,Medicine,3902,Expense,Healthcare,Bank Transfer
T1240,2025-09-28,Internet Bill,1707,Expense,Bills,Bank Transfer
T1429,2025-09-28,Salary Credit,43510,Income,Salary,UPI
T0723,2025-09-29,PG Rent,19743,Expense,Rent,Bank Transfer
T1096,2025-09-29,Pizza,1732,Expense,Food,Cash
T0810,2025-09-30,Uber,2025,Expense,Transport,Debit Card
T0976,2025-09-30,Ola,1350,Expense,Transport,Debit Card
T1064,2025-09-30,Doctor Consultation,1884,Expense,Healthcare,Credit Card
T1095,2025-09-30,Vegetables,2451,Expense,Groceries,Debit Card
T1098,2025-09-30,Groceries,2533,Expense,Groceries,Credit Card
T0860,2025-10-01,Medicine,2255,Expense,Healthcare,Bank Transfer
T0883,2025-10-01,Freelance Payment,6908,Income,Freelance,UPI
T1082,2025-10-01,Health Checkup,4399,Expense,Healthcare,Cash
T1371,2025-10-01,Freelance Work,2217,Income,Freelance,Debit Card
T0538,2025-10-02,Auto Rickshaw,1841,Expense,Transport,Debit Card
T0567,2025-10-02,Water Bill,2825,Expense,Bills,Cash
T0749,2025-10-02,Books,3795,Expense,Education,Credit Card
T0988,2025-10-02,Zomato,1024,Expense,Food,Cash
T1027,2025-10-02,Gift Received,3396,Income,Other Income,UPI
T0408,2025-10-03,Internet Bill,1482,Expense,Bills,Cash
T0837,2025-10-03,OTT Subscription,1913,Expense,Entertainment,Cash
T1150,2025-10-03,Coffee,1154,Expense,Food,UPI
T1414,2025-10-03,Shoes,4730,Expense,Shopping,Credit Card
T1470,2025-10-03,Other Income,1511,Income,Other Income,Credit Card
T0030,2025-10-04,Internet Bill,3568,Expense,Bills,Credit Card
T0878,2025-10-04,PG Rent,8213,Expense,Rent,Bank Transfer
T1195,2025-10-04,PG Rent,7990,Expense,Rent,UPI
T1261,2025-10-04,Dinner,343,Expense,Food,Cash
T0312,2025-10-05,Spotify,813,Expense,Entertainment,Credit Card
T0591,2025-10-05,Medical Store,939,Expense,Healthcare,UPI
T0910,2025-10-05,Gas Bill,1828,Expense,Bills,Bank Transfer
T0913,2025-10-05,Dinner,1602,Expense,Food,Debit Card
T0973,2025-10-05,Interest,4934,Income,Other Income,Debit Card
T0164,2025-10-06,Books,4212,Expense,Education,Bank Transfer
T0497,2025-10-06,Stationery,981,Expense,Education,Cash
T0783,2025-10-06,PG Rent,16713,Expense,Rent,Debit Card
T0498,2025-10-07,DMart,2327,Expense,Groceries,Credit Card
T0606,2025-10-07,Doctor Consultation,1532,Expense,Healthcare,Cash
T1135,2025-10-07,Monthly Salary,33683,Income,Salary,Credit Card
T0214,2025-10-08,Groceries,4646,Expense,Groceries,Credit Card
T1313,2025-10-08,Medical Store,626,Expense,Healthcare,Debit Card
T0029,2025-10-09,Room Rent,12932,Expense,Rent,Debit Card
T0041,2025-10-09,Cashback,1264,Income,Other Income,Debit Card
T0999,2025-10-09,Myntra,4932,Expense,Shopping,Debit Card
T0478,2025-10-10,PG Rent,13570,Expense,Rent,Debit Card
T0646,2025-10-10,Accessories,7627,Expense,Shopping,Credit Card
T0077,2025-10-11,Project Payment,8211,Income,Freelance,Debit Card
T0124,2025-10-11,Groceries,3009,Expense,Groceries,Credit Card
T0420,2025-10-11,Reliance Smart,1548,Expense,Groceries,Debit Card
T0549,2025-10-11,BigBasket,2936,Expense,Groceries,Debit Card
T0935,2025-10-11,Amazon,609,Expense,Shopping,Cash
T1122,2025-10-11,Project Payment,5129,Income,Freelance,Credit Card
T1137,2025-10-11,Gas Bill,633,Expense,Bills,Debit Card
T1248,2025-10-11,BigBasket,870,Expense,Groceries,Cash
T0224,2025-10-12,Gaming,1026,Expense,Entertainment,Cash
T0406,2025-10-12,Online Course,8892,Expense,Education,Credit Card
T0490,2025-10-12,Spotify,866,Expense,Entertainment,Credit Card
T1071,2025-10-12,Online Course,2827,Expense,Education,Credit Card
T0135,2025-10-13,Gas Bill,3416,Expense,Bills,Cash
T0405,2025-10-13,Electronics,5860,Expense,Shopping,Cash
T0450,2025-10-13,DMart,515,Expense,Groceries,UPI
T0820,2025-10-13,Stationery,9391,Expense,Education,Cash
T1144,2025-10-13,Bus Pass,441,Expense,Transport,Bank Transfer
T1392,2025-10-13,Salary Credit,36546,Income,Salary,Credit Card
T0389,2025-10-14,OTT Subscription,189,Expense,Entertainment,Cash
T0833,2025-10-14,Course Fee,4830,Expense,Education,Debit Card
T1227,2025-10-14,Room Rent,17674,Expense,Rent,Bank Transfer
T1493,2025-10-14,Freelance Payment,3570,Income,Freelance,Bank Transfer
T0221,2025-10-15,Petrol,1498,Expense,Transport,Cash
T0225,2025-10-15,House Rent,15977,Expense,Rent,Credit Card
T0354,2025-10-15,Health Checkup,2770,Expense,Healthcare,Debit Card
T0751,2025-10-15,Zomato,1469,Expense,Food,Credit Card
T0441,2025-10-16,Groceries,3017,Expense,Groceries,Cash
T0524,2025-10-16,Interest,4105,Income,Other Income,Credit Card
T0838,2025-10-16,Internet Bill,4058,Expense,Bills,Cash
T0050,2025-10-17,Spotify,1386,Expense,Entertainment,Debit Card
T0436,2025-10-17,Bus Pass,224,Expense,Transport,Debit Card
T0704,2025-10-17,Stationery,8870,Expense,Education,Bank Transfer
T0776,2025-10-17,Online Course,3062,Expense,Education,UPI
T0370,2025-10-18,Course Fee,7744,Expense,Education,Bank Transfer
T0861,2025-10-18,Monthly Salary,29967,Income,Salary,Debit Card
T1048,2025-10-18,Other Income,1296,Income,Other Income,Cash
T1323,2025-10-18,Other Income,4216,Income,Other Income,Cash
T1457,2025-10-18,Metro,2099,Expense,Transport,Debit Card
T0938,2025-10-19,Train Ticket,1379,Expense,Transport,Cash
T1265,2025-10-19,Room Rent,14837,Expense,Rent,Bank Transfer
T1352,2025-10-19,Salary Credit,38589,Income,Salary,UPI
T1443,2025-10-19,Medical Store,1185,Expense,Healthcare,Bank Transfer
T0453,2025-10-20,BigBasket,1437,Expense,Groceries,Credit Card
T0614,2025-10-20,Doctor Consultation,646,Expense,Healthcare,Credit Card
T0625,2025-10-20,Amazon,6502,Expense,Shopping,Cash
T0648,2025-10-20,Mobile Recharge,2144,Expense,Bills,Debit Card
T0733,2025-10-20,Groceries,2642,Expense,Groceries,Cash
T1347,2025-10-20,Ola,2090,Expense,Transport,UPI
T0306,2025-10-21,Freelance Payment,7150,Income,Freelance,Credit Card
T0351,2025-10-21,Ola,127,Expense,Transport,Cash
T0378,2025-10-21,Gift Received,2435,Income,Other Income,UPI
T1083,2025-10-21,Reliance Smart,2713,Expense,Groceries,Credit Card
T0945,2025-10-22,Water Bill,2673,Expense,Bills,Cash
T0036,2025-10-23,Health Checkup,1759,Expense,Healthcare,UPI
T0334,2025-10-23,Mobile Recharge,4381,Expense,Bills,Bank Transfer
T0403,2025-10-23,Books,5244,Expense,Education,Debit Card
T0482,2025-10-23,Interest,3496,Income,Other Income,Credit Card
T0940,2025-10-23,Lunch,812,Expense,Food,Cash
T1490,2025-10-24,Monthly Salary,40366,Income,Salary,Credit Card
T0666,2025-10-25,Petrol,846,Expense,Transport,Bank Transfer
T0773,2025-10-25,Course Fee,2400,Expense,Education,Debit Card
T0782,2025-10-25,Electricity Bill,4818,Expense,Bills,Credit Card
T1420,2025-10-25,Room Rent,9831,Expense,Rent,Credit Card
T0387,2025-10-26,PG Rent,19249,Expense,Rent,UPI
T0574,2025-10-26,Uber,314,Expense,Transport,Debit Card
T1066,2025-10-26,Other Income,1544,Income,Other Income,Credit Card
T1169,2025-10-26,Freelance Payment,14645,Income,Freelance,Debit Card
T0903,2025-10-27,Monthly Salary,29376,Income,Salary,Bank Transfer
T0204,2025-10-28,Internet Bill,1508,Expense,Bills,Bank Transfer
T0363,2025-10-28,Cafe,1406,Expense,Food,Debit Card
T0839,2025-10-28,Medical Store,2312,Expense,Healthcare,UPI
T1387,2025-10-28,Stationery,7975,Expense,Education,Debit Card
T1456,2025-10-28,Gas Bill,1328,Expense,Bills,Credit Card
T0005,2025-10-29,Restaurant,1529,Expense,Food,Cash
T0681,2025-10-29,Auto Rickshaw,203,Expense,Transport,Cash
T0741,2025-10-29,Mobile Recharge,2709,Expense,Bills,Cash
T0799,2025-10-30,DMart,2296,Expense,Groceries,UPI
T1056,2025-10-30,Gas Bill,1602,Expense,Bills,Cash
T1349,2025-10-30,Metro,1375,Expense,Transport,Debit Card
T0323,2025-10-31,Flipkart,5696,Expense,Shopping,Bank Transfer
T1046,2025-10-31,Medicine,2759,Expense,Healthcare,Credit Card
